symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
TNFRSF19	0.03141428764819965	No data	No data	No data	No data	0.258370588984939	No data	No data	TNF receptor superfamily member 19
EIF3C	0.0313895249932723	0.051633385109937494	No data	No data	No data	No data	No data	No data	eukaryotic translation initiation factor 3 subunit C
RECQL4	0.03138331566023759	0.05162317122858932	No data	No data	No data	No data	No data	No data	RecQ like helicase 4
DHRS11	0.03136535402858109	0.051593625708396776	No data	No data	No data	No data	No data	No data	dehydrogenase/reductase 11
HS3ST3B1	0.0313625464685438	No data	No data	No data	No data	No data	No data	0.25794503742661085	heparan sulfate-glucosamine 3-sulfotransferase 3B1
BCL2L12	0.03134818301987253	0.05156538070291914	No data	No data	No data	No data	No data	No data	BCL2 like 12
TRIM46	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	tripartite motif containing 46
KBTBD6	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	kelch repeat and BTB domain containing 6
KBTBD7	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	kelch repeat and BTB domain containing 7
LPAR6	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	lysophosphatidic acid receptor 6
CXXC4	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	CXXC finger protein 4
RER1	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	retention in endoplasmic reticulum sorting receptor 1
SMG9	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	SMG9 nonsense mediated mRNA decay factor
SHISA4	0.031325588483075324	No data	No data	No data	No data	No data	No data	0.257641072027805	shisa family member 4
GLS	0.031293835669569336	No data	No data	No data	No data	0.2573799171921664	No data	No data	glutaminase
ZDHHC7	0.03128123890051316	No data	No data	No data	No data	No data	No data	0.257276313549238	zinc finger DHHC-type palmitoyltransferase 7
SERAC1	0.031229497720857303	No data	No data	No data	No data	No data	No data	0.2568507619909099	serine active site containing 1
ACSL6	0.03122426748345038	No data	No data	No data	No data	0.2568077452739787	No data	No data	acyl-CoA synthetase long chain family member 6
PICK1	0.031210101192949858	No data	No data	No data	No data	0.25669123291306384	No data	No data	protein interacting with PRKCA 1
REEP2	0.031203323479389117	0.05132709775845816	No data	No data	No data	No data	No data	No data	receptor accessory protein 2
KEAP1	0.031198699399633576	No data	No data	No data	No data	0.25659745749190505	No data	No data	kelch like ECH associated protein 1
GPR158	0.03119253973538884	No data	No data	No data	No data	No data	No data	0.2565467965921041	G protein-coupled receptor 158
RORB	0.031171699538027443	No data	No data	No data	No data	0.01730914076533088	No data	0.2520481086897781	RAR related orphan receptor B
KDR	0.031135030679656173	No data	No data	No data	No data	0.2560738064429079	No data	No data	kinase insert domain receptor
MORC1	0.031103840570264503	No data	No data	No data	No data	No data	No data	0.25581727963497014	MORC family CW-type zinc finger 1
PTCHD1	0.031074274181889724	No data	No data	No data	No data	No data	No data	0.2555741073159255	patched domain containing 1
NOL9	0.03104470779351495	No data	No data	No data	No data	0.25533093499688087	No data	No data	nucleolar protein 9
PLA2G6	0.030985509369550083	No data	No data	No data	No data	0.25484405043536956	No data	No data	phospholipase A2 group VI
SESN1	0.03098317026869087	0.05096496244377569	No data	No data	No data	No data	No data	No data	sestrin 1
AJUBA	0.030961934625070613	0.05093003142250866	No data	No data	No data	No data	No data	No data	ajuba LIM protein
PPP3CC	0.03093496705808657	No data	No data	No data	No data	0.2544283591127546	No data	No data	protein phosphatase 3 catalytic subunit gamma
SVBP	0.03090426744873477	No data	No data	No data	No data	No data	No data	0.25417586648141877	small vasohibin binding protein
TMUB1	0.03089687585164107	No data	No data	No data	No data	No data	No data	0.2541150734016576	transmembrane and ubiquitin like domain containing 1
SHMT1	0.030818853437874303	No data	No data	No data	No data	0.25347336867084536	No data	No data	serine hydroxymethyltransferase 1
DHX30	0.030815507262415748	0.05068916952962523	No data	No data	No data	No data	No data	No data	DExH-box helicase 30
LSM10	0.030779782257186337	0.05063040460873331	No data	No data	No data	No data	No data	No data	LSM10, U7 small nuclear RNA associated
HYAL3	0.0307601409389883	0.05059809613172375	No data	No data	No data	No data	No data	No data	hyaluronidase 3
TNFRSF1A	0.030739351381596107	No data	No data	No data	No data	0.25281949444214585	No data	No data	TNF receptor superfamily member 1A
DBF4	0.030728214503568815	0.05054557956973197	No data	No data	No data	No data	No data	No data	DBF4 zinc finger
ATAT1	0.030716127644430963	0.05052569760424291	No data	No data	No data	No data	No data	No data	alpha tubulin acetyltransferase 1
AKAP10	0.030705941408746093	0.05050894202001377	No data	No data	No data	No data	No data	No data	A-kinase anchoring protein 10
CHERP	0.030694534034826446	0.05049017775611323	No data	No data	No data	No data	No data	No data	calcium homeostasis endoplasmic reticulum protein
IGFBP7	0.03067512793883025	No data	No data	No data	No data	0.25229128100882275	No data	No data	insulin like growth factor binding protein 7
STK40	0.030668245563659095	0.0504469352172081	No data	No data	No data	No data	No data	No data	serine/threonine kinase 40
FZD1	0.03065295314754917	No data	No data	No data	No data	No data	No data	0.25210890176953926	frizzled class receptor 1
VPS29	0.03064648123181593	0.05041113454395932	No data	No data	No data	No data	No data	No data	VPS29 retromer complex component
SLC12A4	0.030607715351443285	0.05034736761435985	No data	No data	No data	No data	No data	No data	solute carrier family 12 member 4
ABCA1	0.03059750030210503	No data	No data	No data	No data	0.24782030151700016	0.015330086609175399	No data	ATP binding cassette subfamily A member 1
QRFP	0.030593820370799617	No data	No data	No data	No data	No data	No data	0.25162255713144993	pyroglutamylated RFamide peptide
SH3RF2	0.03058642877370592	No data	No data	No data	No data	No data	No data	0.2515617640516888	SH3 domain containing ring finger 2
SAFB2	0.030564253982424842	No data	No data	No data	No data	No data	No data	0.25137938481240535	scaffold attachment factor B2
SPIN1	0.030564253982424842	No data	No data	No data	No data	No data	No data	0.25137938481240535	spindlin 1
GMPPA	0.030564253982424842	No data	No data	No data	No data	No data	No data	0.25137938481240535	GDP-mannose pyrophosphorylase A
ANP32E	0.030453848721346242	0.050094268691420696	No data	No data	No data	No data	No data	No data	acidic nuclear phosphoprotein 32 family member E
ATP13A2	0.030372072457988796	No data	No data	No data	No data	No data	No data	0.24979876473861512	ATPase cation transporting 13A2
IMPA2	0.030355479651041326	No data	No data	No data	No data	0.24966229520118866	No data	No data	inositol monophosphatase 2
XRCC1	0.030305547186647564	No data	No data	No data	No data	0.2492516196391845	No data	No data	X-ray repair cross complementing 1
GFAP	0.030248053887320228	No data	No data	No data	No data	0.24877875908043987	No data	No data	glial fibrillary acidic protein
SLC3A2	0.03021539909328742	No data	No data	No data	No data	0.24851018579741901	No data	No data	solute carrier family 3 member 2
TSNAX	0.030081519858345687	No data	No data	No data	No data	0.2474090799193511	No data	No data	translin associated factor X
PHF1	0.030053760543166236	0.04943615401825093	No data	No data	No data	No data	No data	No data	PHD finger protein 1
ARHGAP18	0.030007830978982873	No data	No data	No data	No data	0.24680301686371783	No data	No data	Rho GTPase activating protein 18
GFRA3	0.03000723553958846	0.0457120391344836	No data	No data	No data	0.07295169571339452	No data	No data	GDNF family receptor alpha 3
SOX10	0.029997808707167384	No data	No data	No data	No data	0.2467205874831464	No data	No data	SRY-box transcription factor 10
BCL7A	0.029991227251207717	0.04933329150132599	No data	No data	No data	No data	No data	No data	BAF chromatin remodeling complex subunit BCL7A
SYK	0.02993596822946085	No data	No data	No data	No data	0.24621197303270656	No data	No data	spleen associated tyrosine kinase
ABCB6	0.029867242108841167	0.047305552963874585	No data	No data	No data	0.03647584785669726	No data	No data	ATP binding cassette subfamily B member 6 (Langereis blood group)
CSPG5	0.02982845867884701	0.044022358554829256	No data	No data	No data	0.10086382008971873	No data	No data	chondroitin sulfate proteoglycan 5
BMERB1	0.02980300411066049	0.04750385173346363	No data	No data	No data	0.030396539880581056	No data	No data	bMERB domain containing 1
NCK1	0.029783663196295333	0.04899186439197762	No data	No data	No data	No data	No data	No data	NCK adaptor protein 1
RASL10B	0.029767839955520882	0.048965836362411405	No data	No data	No data	No data	No data	No data	RAS like family 10 member B
SLC30A3	0.02971234637423334	No data	No data	No data	No data	0.23609826534618178	0.03309801131513573	No data	solute carrier family 30 member 3
PLA2G4A	0.029619583215735604	No data	No data	No data	No data	0.24360982641529363	No data	No data	phospholipase A2 group IVA
NPY	0.029581714646032667	No data	No data	No data	No data	0.23767257574041256	0.022503184265856742	No data	neuropeptide Y
TRIM39	0.029580226389741088	0.047137399298754566	No data	No data	No data	0.030396539880581056	No data	No data	tripartite motif containing 39
PROX2	0.02957752596319542	0.04865278429616776	No data	No data	No data	No data	No data	No data	prospero homeobox 2
NFATC2	0.02956638837477615	No data	No data	No data	No data	0.24317231904464845	No data	No data	nuclear factor of activated T cells 2
GALR1	0.02956638837477615	No data	No data	No data	No data	0.24317231904464845	No data	No data	galanin receptor 1
PARP1	0.02956638837477615	No data	No data	No data	No data	0.24317231904464845	No data	No data	poly(ADP-ribose) polymerase 1
NEDD4	0.029545856160626997	No data	No data	No data	No data	0.2430034493786452	No data	No data	NEDD4 E3 ubiquitin protein ligase
WDR62	0.02952273238534279	0.04856265302124651	No data	No data	No data	No data	No data	No data	WD repeat domain 62
NMRAL1	0.029482456302472093	0.04758450572679468	No data	No data	No data	0.01823792392834863	No data	No data	NmrA like redox sensor 1
MVK	0.02948019776565891	0.048492686801652134	No data	No data	No data	No data	No data	No data	mevalonate kinase
SIRPA	0.029465239193251926	0.04086894611574818	No data	No data	No data	0.15198269940290526	No data	No data	signal regulatory protein alpha
RPL15	0.029297929747225872	0.048192869751505774	No data	No data	No data	No data	No data	No data	ribosomal protein L15
FEN1	0.029270980415779888	0.04814854014762346	No data	No data	No data	No data	No data	No data	flap structure-specific endonuclease 1
WDHD1	0.029208615361714894	0.04652612737522949	No data	No data	No data	0.030396539880581056	No data	No data	WD repeat and HMG-box DNA binding protein 1
CLSPN	0.02916829098923292	0.047979623838480374	No data	No data	No data	No data	No data	No data	claspin
AVP	0.02916409957349567	No data	No data	No data	No data	0.23986364638929894	No data	No data	arginine vasopressin
HAND1	0.02911618505177469	0.04789391352792704	No data	No data	No data	No data	No data	No data	heart and neural crest derivatives expressed 1
MYH9	0.02907813142481138	No data	No data	No data	No data	0.23915659100551157	No data	No data	myosin heavy chain 9
DDX27	0.02900509705059209	0.047711182201238156	No data	No data	No data	No data	No data	No data	DEAD-box helicase 27
ARSA	0.028997023540854722	0.04769790189076682	No data	No data	No data	No data	No data	No data	arylsulfatase A
EGR2	0.028941377822204208	No data	No data	No data	No data	0.22972259110622992	0.03323701375385498	No data	early growth response 2
ATXN7L2	0.028870251264320367	0.04748937112207998	No data	No data	No data	No data	No data	No data	ataxin 7 like 2
PKHD1L1	0.028861483851290427	0.04747494939338259	No data	No data	No data	No data	No data	No data	PKHD1 like 1
GRM4	0.02885411799226629	No data	No data	No data	No data	0.23731416557300203	No data	No data	glutamate metabotropic receptor 4
IFI16	0.028827228665406743	No data	No data	No data	No data	0.23709301106853223	No data	No data	interferon gamma inducible protein 16
IK	0.028826870940437607	0.04741801378329539	No data	No data	No data	No data	No data	No data	IK cytokine
MFAP4	0.028771996997829636	0.04640987936423125	No data	No data	No data	0.012158615952232422	0.012953589692350675	No data	microfibril associated protein 4
H3P40	0.028749533362735825	No data	No data	No data	No data	0.23645399670229056	No data	No data	H3 histone pseudogene 40
CRMP1	0.028719452186327682	No data	No data	No data	No data	0.23620659044711872	No data	No data	collapsin response mediator protein 1
NKX2-2	0.028686477035168932	0.047187076469673114	No data	No data	No data	No data	No data	No data	NK2 homeobox 2
NKX2-4	0.028686477035168932	0.047187076469673114	No data	No data	No data	No data	No data	No data	NK2 homeobox 4
SYNGR1	0.02867730787662745	0.012158615952232422	No data	No data	No data	0.22066169956028459	No data	No data	synaptogyrin 1
CALCA	0.028675906247127503	No data	No data	No data	No data	0.23584844163008842	No data	No data	calcitonin related polypeptide alpha
TK2	0.028662306070477723	0.0471473170681324	No data	No data	No data	No data	No data	No data	thymidine kinase 2
CYP1A2	0.028636136119389942	No data	No data	No data	No data	0.23552134742879277	No data	No data	cytochrome P450 family 1 subfamily A member 2
JUN	0.028494166811788707	No data	No data	No data	No data	0.23435370377462197	No data	No data	Jun proto-oncogene, AP-1 transcription factor subunit
KLF4	0.028489884386936202	No data	No data	No data	No data	0.23431848245609913	No data	No data	KLF transcription factor 4
ITGA2	0.02847043354932847	0.04683170134031755	No data	No data	No data	No data	No data	No data	integrin subunit alpha 2
CD59	0.02845764881072204	No data	No data	No data	No data	0.23405335708047412	No data	No data	CD59 molecule (CD59 blood group)
NETO1	0.02845764881072204	No data	No data	No data	No data	0.23405335708047412	No data	No data	neuropilin and tolloid like 1
CORO7-PAM16	0.028438029366999223	0.04677839892093601	No data	No data	No data	No data	No data	No data	CORO7-PAM16 readthrough
FBXO31	0.02841705806749042	0.04674390272565985	No data	No data	No data	No data	No data	No data	F-box protein 31
GPX1	0.028362970677404394	No data	No data	No data	No data	0.23327466537995814	No data	No data	glutathione peroxidase 1
PIK3C2B	0.028352888534434607	0.04663834871637472	No data	No data	No data	No data	No data	No data	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
CNN3	0.02828515711867766	0.045311074085287784	No data	No data	No data	0.024317231904464845	No data	No data	calponin 3
CUTA	0.028218120192726785	0.04641666502764356	No data	No data	No data	No data	No data	No data	cutA divalent cation tolerance homolog
ASB18	0.028205255101771225	0.04639550292990792	No data	No data	No data	No data	No data	No data	ankyrin repeat and SOCS box containing 18
DNAJC5	0.028191084816028084	No data	No data	No data	No data	0.23186096942927098	No data	No data	DnaJ heat shock protein family (Hsp40) member C5
TRIM77	0.028183113528852333	0.04635908172373465	No data	No data	No data	No data	No data	No data	tripartite motif containing 77
SLC17A3	0.028150456016749606	0.04630536259611186	No data	No data	No data	No data	No data	No data	solute carrier family 17 member 3
EPHB4	0.02808806895603734	No data	No data	No data	No data	0.231013703092416	No data	No data	EPH receptor B4
MICA	0.028073259275451127	0.04617837981846387	No data	No data	No data	No data	No data	No data	MHC class I polypeptide-related sequence A
CHST9	0.028067536741888187	No data	No data	No data	No data	0.2308448334264128	No data	No data	carbohydrate sulfotransferase 9
SEMA3D	0.028050559952985072	No data	No data	No data	No data	0.23070520578318585	No data	No data	semaphorin 3D
PIK3CD	0.0279799925386771	No data	No data	No data	No data	0.23012481559251607	No data	No data	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
TBP	0.027706065365855816	No data	No data	No data	No data	0.22787186859676045	No data	No data	TATA-box binding protein
FAM124B	0.027651562081361353	0.045484719954962144	No data	No data	No data	No data	No data	No data	family with sequence similarity 124 member B
ARL17A	0.027634971231488975	0.045457429266716774	No data	No data	No data	No data	No data	No data	ADP ribosylation factor like GTPase 17A
MED8	0.027596561481377596	0.04539424814435502	No data	No data	No data	No data	No data	No data	mediator complex subunit 8
DDO	0.02750710146943469	No data	No data	No data	No data	0.22623546608842562	No data	No data	D-aspartate oxidase
BEND4	0.027504924942990866	0.04524351299695544	No data	No data	No data	No data	No data	No data	BEN domain containing 4
H4C4	0.02741758193122691	0.04509984037482954	No data	No data	No data	No data	No data	No data	H4 clustered histone 4
TIMP3	0.02734890924666793	No data	No data	No data	No data	0.22493439511629978	No data	No data	TIMP metallopeptidase inhibitor 3
LARS2	0.027343425707645384	0.041469141866279105	No data	No data	No data	0.0701743430334178	No data	No data	leucyl-tRNA synthetase 2, mitochondrial
SLC7A11	0.027271615969684044	No data	No data	No data	No data	0.22429868725869864	No data	No data	solute carrier family 7 member 11
PSMA6	0.027223624258219326	0.04478079473053978	No data	No data	No data	No data	No data	No data	proteasome 20S subunit alpha 6
TNFSF12	0.027164119319325584	No data	No data	No data	No data	0.22341456812227078	No data	No data	TNF superfamily member 12
MYT1	0.027143587105176434	No data	No data	No data	No data	0.22324569845626752	No data	No data	myelin transcription factor 1
CLDN23	0.027019861759223565	0.044445620892010325	No data	No data	No data	No data	No data	No data	claudin 23
GRIP1	0.026979329391983227	No data	No data	No data	No data	0.22189474112824167	No data	No data	glutamate receptor interacting protein 1
CHGB	0.026976584730437722	No data	No data	No data	No data	0.21352508465156705	0.033388330710064605	No data	chromogranin B
CCL11	0.02689330174932105	No data	No data	No data	No data	0.221187196429074	No data	No data	C-C motif chemokine ligand 11
TFAP2D	0.026861954702811847	0.04418587577458563	No data	No data	No data	No data	No data	No data	transcription factor AP-2 delta
H4C6	0.02675025404984948	0.04278627508701634	No data	No data	No data	0.024317231904464845	No data	No data	H4 clustered histone 6
ASIC1	0.02674546775275993	0.043994263586965655	No data	No data	No data	No data	No data	No data	acid sensing ion channel subunit 1
CKLF	0.02670961814783215	0.04393529370903116	No data	No data	No data	No data	No data	No data	chemokine like factor
CKLF-CMTM1	0.02670961814783215	0.04393529370903116	No data	No data	No data	No data	No data	No data	CKLF-CMTM1 readthrough
PCDH8	0.026704681811173293	No data	No data	No data	No data	0.21472591363763036	0.01963982165065229	No data	protocadherin 8
IL37	0.026609749537298527	No data	No data	No data	No data	0.2188550871401836	No data	No data	interleukin 37
OR12D2	0.02658485874156315	0.043730073959087346	No data	No data	No data	No data	No data	No data	olfactory receptor family 12 subfamily D member 2
OLIG2	0.026489915167417763	No data	No data	No data	No data	0.21786949494489127	No data	No data	oligodendrocyte transcription factor 2
CX3CR1	0.026475363993811573	No data	No data	No data	No data	0.21774981706655913	No data	No data	C-X3-C motif chemokine receptor 1
TDO2	0.02642428394144379	No data	No data	No data	No data	0.21732970302916815	No data	No data	tryptophan 2,3-dioxygenase
SAV1	0.026404565043212546	0.04343350451556034	No data	No data	No data	No data	No data	No data	salvador family WW domain containing protein 1
UBE3C	0.026398534693169967	0.04342358504764349	No data	No data	No data	No data	No data	No data	ubiquitin protein ligase E3C
DPH2	0.026388495124103645	0.04340707071886501	No data	No data	No data	No data	No data	No data	diphthamide biosynthesis 2
SMPD2	0.02629293010179055	0.04173004651967947	No data	No data	No data	0.030396539880581056	No data	No data	sphingomyelin phosphodiesterase 2
LCN2	0.026275677842348497	No data	No data	No data	No data	0.2161074742847196	No data	No data	lipocalin 2
CHIC2	0.026196071886055532	0.04309054910356917	No data	No data	No data	No data	No data	No data	cysteine rich hydrophobic domain 2
APOD	0.026149799163040114	No data	No data	No data	No data	0.21507216993920095	No data	No data	apolipoprotein D
MTHFD1	0.026127254643303774	0.03402664208869712	No data	No data	No data	0.1723534472128747	No data	No data	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
GH1	0.02608463245519382	No data	No data	No data	No data	0.2145361985087165	No data	No data	growth hormone 1
CYP2C19	0.02605228735240575	No data	No data	No data	No data	0.2142701723186045	No data	No data	cytochrome P450 family 2 subfamily C member 19
TXNIP	0.026050246701734194	No data	No data	No data	No data	0.21425338874159564	No data	No data	thioredoxin interacting protein
PMCH	0.025898924283454958	No data	No data	No data	No data	0.21300881930315185	No data	No data	pro-melanin concentrating hormone
SGPL1	0.02587058982792912	No data	No data	No data	No data	0.21277577916406737	No data	No data	sphingosine-1-phosphate lyase 1
PLPP3	0.02587058982792912	No data	No data	No data	No data	0.21277577916406737	No data	No data	phospholipid phosphatase 3
BCL2	0.0258581353359874	No data	No data	No data	No data	0.21267334569638766	No data	No data	BCL2 apoptosis regulator
GNB1L	0.02583667324451828	No data	No data	No data	No data	0.2124968281424701	No data	No data	G protein subunit beta 1 like
ABTB1	0.02583083919231239	0.042489769055613004	No data	No data	No data	No data	No data	No data	ankyrin repeat and BTB domain containing 1
PON1	0.025808919529447225	No data	No data	No data	No data	0.21226856437313898	No data	No data	paraoxonase 1
PID1	0.025808389217930133	0.04245284055245038	No data	No data	No data	No data	No data	No data	phosphotyrosine interaction domain containing 1
CRYBB2	0.025783327917795237	No data	No data	No data	No data	0.21205808308355364	No data	No data	crystallin beta B2
GTF2H4	0.025745706620501255	0.04234973243936393	No data	No data	No data	No data	No data	No data	general transcription factor IIH subunit 4
RALGAPA2	0.025670429127595325	0.0422259066795872	No data	No data	No data	No data	No data	No data	Ral GTPase activating protein catalytic subunit alpha 2
NPSR1	0.025666585960134176	No data	No data	No data	No data	0.21109792480468614	No data	No data	neuropeptide S receptor 1
QKI	0.02562392846863022	No data	No data	No data	No data	0.21074708313264437	No data	No data	QKI, KH domain containing RNA binding
CALY	0.02560127120441655	No data	No data	No data	No data	0.21056073573666872	No data	No data	calcyon neuron specific vesicular protein
PRPF3	0.025590021555329315	0.04057381533477693	No data	No data	No data	0.030396539880581056	No data	No data	pre-mRNA processing factor 3
NTS	0.025542826685233513	No data	No data	No data	No data	0.21008005175575628	No data	No data	neurotensin
SPATA19	0.025538898657054773	0.042009549043064594	No data	No data	No data	No data	No data	No data	spermatogenesis associated 19
GSTP1	0.025535818135407208	No data	No data	No data	No data	0.21002240909433958	No data	No data	glutathione S-transferase pi 1
UACA	0.025460520628008226	0.04188062313676988	No data	No data	No data	No data	No data	No data	uveal autoantigen with coiled-coil domains and ankyrin repeats
FGF2	0.02536977110017567	No data	No data	No data	No data	0.20403170047684013	0.0185001391802085	No data	fibroblast growth factor 2
RD3L	0.025365921232705597	0.041725014314722565	No data	No data	No data	No data	No data	No data	RD3 like
EPO	0.02535229048446417	0.036728197852259635	No data	No data	No data	0.09948789833261559	No data	No data	erythropoietin
HK1	0.02534640150320335	No data	No data	No data	No data	0.2084645292094249	No data	No data	hexokinase 1
VTI1A	0.025343754877526256	0.041688552343612656	No data	No data	No data	No data	No data	No data	vesicle transport through interaction with t-SNAREs 1A
JAZF1	0.025287875354788675	0.04159663477181482	No data	No data	No data	No data	No data	No data	JAZF zinc finger 1
UCHL1	0.02525052908368619	No data	No data	No data	No data	0.20147333241847135	0.024810730159503382	No data	ubiquitin C-terminal hydrolase L1
ALK	0.025249561584129693	No data	No data	No data	No data	0.2076680576418212	No data	No data	ALK receptor tyrosine kinase
NPPA	0.02524894293501292	No data	No data	No data	No data	0.20766296948771545	No data	No data	natriuretic peptide A
ELOVL1	0.025218609969428048	0.04148269847243214	No data	No data	No data	No data	No data	No data	ELOVL fatty acid elongase 1
ASPG	0.025215333203879794	0.04147730844192024	No data	No data	No data	No data	No data	No data	asparaginase
BCL9	0.025200926417260537	No data	No data	No data	No data	0.20726805185941777	No data	No data	BCL9 transcription coactivator
CRK	0.025193048788765268	0.0414406522711816	No data	No data	No data	No data	No data	No data	CRK proto-oncogene, adaptor protein
HACD3	0.025178721544443217	0.04141708504218393	No data	No data	No data	No data	No data	No data	3-hydroxyacyl-CoA dehydratase 3
TPTE2	0.02516009629892358	0.04138644792757679	No data	No data	No data	No data	No data	No data	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2
SLC7A5	0.025131430118559724	No data	No data	No data	No data	0.20669647118795118	No data	No data	solute carrier family 7 member 5
SPP1	0.025131430118559724	No data	No data	No data	No data	0.20669647118795118	No data	No data	secreted phosphoprotein 1
IL33	0.02512036262659616	No data	No data	No data	No data	0.20660544526849584	No data	No data	interleukin 33
ALDH4A1	0.02510445460904553	No data	No data	No data	No data	0.20061716321183495	0.0234297786081301	No data	aldehyde dehydrogenase 4 family member A1
CALB1	0.025075979306110097	No data	No data	No data	No data	0.20624040930831394	No data	No data	calbindin 1
ZBTB12	0.025049148872478128	0.04120394783565624	No data	No data	No data	No data	No data	No data	zinc finger and BTB domain containing 12
SEC13	0.025034276762624263	0.04117948434423207	No data	No data	No data	No data	No data	No data	SEC13 homolog, nuclear pore and COPII coat complex component
SULT4A1	0.024981275258572033	No data	No data	No data	No data	0.2054615044731737	No data	No data	sulfotransferase family 4A member 1
SEMA3G	0.024971941116841673	0.04107694694025864	No data	No data	No data	No data	No data	No data	semaphorin 3G
ERVW-1	0.02495115724926821	No data	No data	No data	No data	0.20521379528141911	No data	No data	endogenous retrovirus group W member 1, envelope
CSF1R	0.024946640191217374	No data	No data	No data	No data	0.20517664419392212	No data	No data	colony stimulating factor 1 receptor
IPO5	0.024881448665357242	No data	No data	No data	No data	0.2046404686446964	No data	No data	importin 5
POLR2I	0.024824252612488402	0.04083401056504374	No data	No data	No data	No data	No data	No data	RNA polymerase II subunit I
CAT	0.024818798118918847	No data	No data	No data	No data	0.20412519168649215	No data	No data	catalase
MRPS21	0.02479419895872312	0.040784574586667004	No data	No data	No data	No data	No data	No data	mitochondrial ribosomal protein S21
LCK	0.02476185026387502	No data	No data	No data	No data	0.20365681719989306	No data	No data	LCK proto-oncogene, Src family tyrosine kinase
IL15RA	0.024761850263875018	No data	No data	No data	No data	0.20365681719989304	No data	No data	interleukin 15 receptor subunit alpha
OTUB1	0.024664229426392792	0.04057078457497333	No data	No data	No data	No data	No data	No data	OTU deubiquitinase, ubiquitin aldehyde binding 1
ZBTB24	0.024604596423791383	0.04047269281381287	No data	No data	No data	No data	No data	No data	zinc finger and BTB domain containing 24
PTK7	0.024590418283316116	0.039385491953500905	No data	No data	No data	0.021277577916406734	No data	No data	protein tyrosine kinase 7 (inactive)
CDCP1	0.02457568929376993	0.04042514277993563	No data	No data	No data	No data	No data	No data	CUB domain containing protein 1
MLLT11	0.024566170603760894	0.03630595237377598	No data	No data	No data	0.08207065767756885	No data	No data	MLLT11 transcription factor 7 cofactor
TCHP	0.02454178991506026	0.04036938087604319	No data	No data	No data	No data	No data	No data	trichoplein keratin filament binding
TRIM31	0.024519659356479345	0.040332977787619545	No data	No data	No data	No data	No data	No data	tripartite motif containing 31
AADAT	0.024490120313404855	No data	No data	No data	No data	0.20142194152376586	No data	No data	aminoadipate aminotransferase
ZNFX1	0.024453980859120643	0.0402249416466365	No data	No data	No data	No data	No data	No data	zinc finger NFX1-type containing 1
HMGA1	0.02445386705163777	No data	No data	No data	No data	0.20112377220984465	No data	No data	high mobility group AT-hook 1
PER3	0.024410383329526594	No data	No data	No data	No data	0.2007661351047497	No data	No data	period circadian regulator 3
CSPG4	0.024392270409190318	No data	No data	No data	No data	0.20061716321183495	No data	No data	chondroitin sulfate proteoglycan 4
CABIN1	0.024392270409190318	No data	No data	No data	No data	0.20061716321183495	No data	No data	calcineurin binding protein 1
PLXNA2	0.024378112614882617	No data	No data	No data	No data	0.20050072072888028	No data	No data	plexin A2
TF	0.024377057667651577	No data	No data	No data	No data	0.20049204418843208	No data	No data	transferrin
GLTP	0.024282575731517726	0.0399429932270527	No data	No data	No data	No data	No data	No data	glycolipid transfer protein
PHF7	0.024176617800175996	0.039768700475709934	No data	No data	No data	No data	No data	No data	PHD finger protein 7
ADNP2	0.024117067496995027	No data	No data	No data	No data	0.19835372374408236	No data	No data	ADNP homeobox 2
C4BPA	0.024106256666092653	No data	No data	No data	No data	0.19826480876440997	No data	No data	complement component 4 binding protein alpha
FHL2	0.024102056239238587	0.03964605236965849	No data	No data	No data	No data	No data	No data	four and a half LIM domains 2
RASSF10	0.024082241445217402	0.039613458538092415	No data	No data	No data	No data	No data	No data	Ras association domain family member 10
IL1A	0.024062970572237573	No data	No data	No data	No data	0.19790879707668876	No data	No data	interleukin 1 alpha
HDAC9	0.024038573556869624	No data	No data	No data	No data	0.19770814088799263	No data	No data	histone deacetylase 9
IDE	0.024022690554505618	No data	No data	No data	No data	0.19757750922377684	No data	No data	insulin degrading enzyme
RAPGEF1	0.024022690554505618	No data	No data	No data	No data	0.19757750922377684	No data	No data	Rap guanine nucleotide exchange factor 1
EBPL	0.024007787274075276	0.03949098708009977	No data	No data	No data	No data	No data	No data	EBP like
CIART	0.02400729113322109	0.03797034397203909	No data	No data	No data	0.030396539880581056	No data	No data	circadian associated repressor of transcription
EMP2	0.02399589178905978	0.039471419910510355	No data	No data	No data	No data	No data	No data	epithelial membrane protein 2
ALAS1	0.023983913696509453	0.03945171685779879	No data	No data	No data	No data	No data	No data	5'-aminolevulinate synthase 1
